id,"partid","aspect_id_1","aspect_id_2","aspect_1","aspect_2"
3091,"pf28ih4eu6","s1.6","s2.1","there is a upside to taking on risk then there is a downside","well yes because if you don’t take on some kind of risk then trying to succeed will not work"
3092,"pf28ih4eu6","s1.7","s1.8","you have to know how to carry the risk well","taking on risk sometimes has its dangerous paths as well"
3093,"pf28ih4eu6","s1.7","s1.9","you have to know how to carry the risk well","i’m sure that i myself can handle risk perfectly"
3094,"pf28ih4eu6","s1.7","s2.1","you have to know how to carry the risk well","well yes because if you don’t take on some kind of risk then trying to succeed will not work"
3095,"pf28ih4eu6","s1.8","s1.9","taking on risk sometimes has its dangerous paths as well","i’m sure that i myself can handle risk perfectly"
3096,"pf28ih4eu6","s1.8","s2.1","taking on risk sometimes has its dangerous paths as well","well yes because if you don’t take on some kind of risk then trying to succeed will not work"
3097,"pf28ih4eu6","s1.9","s2.1","i’m sure that i myself can handle risk perfectly","well yes because if you don’t take on some kind of risk then trying to succeed will not work"
3098,"p62e2ukh8m","s1.1","s1.2","i am a person that tries to avoid risks because some risks can hurt more then just me if i fail.","risks can be greatly rewarding but hurt a great deal if a big is taken."
3099,"p62e2ukh8m","s1.1","s2.1","i am a person that tries to avoid risks because some risks can hurt more then just me if i fail.","no, i generally like to plan before i try anything"
3100,"p62e2ukh8m","s1.1","s2.2","i am a person that tries to avoid risks because some risks can hurt more then just me if i fail.","i like keeping my feet on the ground."
3101,"p62e2ukh8m","s1.2","s2.1","risks can be greatly rewarding but hurt a great deal if a big is taken.","no, i generally like to plan before i try anything"
3102,"p62e2ukh8m","s1.2","s2.2","risks can be greatly rewarding but hurt a great deal if a big is taken.","i like keeping my feet on the ground."
3103,"p62e2ukh8m","s2.1","s2.2","no, i generally like to plan before i try anything","i like keeping my feet on the ground."
3104,"phvr676g54","s1.1","s1.2","i will take a risk if the reason is clear. if there is a lot to gain and not much to lose, i am willing","in most cases, i am happier to be safe and not take risks. i am content with things as they are"
3105,"phvr676g54","s1.1","s1.3","i will take a risk if the reason is clear. if there is a lot to gain and not much to lose, i am willing","most risks are not worth the effort. the chance of success is low"
3106,"phvr676g54","s1.1","s2.1","i will take a risk if the reason is clear. if there is a lot to gain and not much to lose, i am willing","i try to avoid taking risks because i feel that being safe is more important to me"
3107,"phvr676g54","s1.1","s2.2","i will take a risk if the reason is clear. if there is a lot to gain and not much to lose, i am willing","i have seen too many people who take unnecessary risks fail and take forever to recover from them"
3108,"phvr676g54","s1.1","s2.3","i will take a risk if the reason is clear. if there is a lot to gain and not much to lose, i am willing","i don't feel the rewards for doing risky things is wort it."
3109,"phvr676g54","s1.2","s1.3","in most cases, i am happier to be safe and not take risks. i am content with things as they are","most risks are not worth the effort. the chance of success is low"
3110,"phvr676g54","s1.2","s2.1","in most cases, i am happier to be safe and not take risks. i am content with things as they are","i try to avoid taking risks because i feel that being safe is more important to me"
3111,"phvr676g54","s1.2","s2.2","in most cases, i am happier to be safe and not take risks. i am content with things as they are","i have seen too many people who take unnecessary risks fail and take forever to recover from them"
3112,"phvr676g54","s1.2","s2.3","in most cases, i am happier to be safe and not take risks. i am content with things as they are","i don't feel the rewards for doing risky things is wort it."
3113,"phvr676g54","s1.3","s2.1","most risks are not worth the effort. the chance of success is low","i try to avoid taking risks because i feel that being safe is more important to me"
3114,"phvr676g54","s1.3","s2.2","most risks are not worth the effort. the chance of success is low","i have seen too many people who take unnecessary risks fail and take forever to recover from them"
3115,"phvr676g54","s1.3","s2.3","most risks are not worth the effort. the chance of success is low","i don't feel the rewards for doing risky things is wort it."
3116,"phvr676g54","s2.1","s2.2","i try to avoid taking risks because i feel that being safe is more important to me","i have seen too many people who take unnecessary risks fail and take forever to recover from them"
3117,"phvr676g54","s2.1","s2.3","i try to avoid taking risks because i feel that being safe is more important to me","i don't feel the rewards for doing risky things is wort it."
3118,"phvr676g54","s2.2","s2.3","i have seen too many people who take unnecessary risks fail and take forever to recover from them","i don't feel the rewards for doing risky things is wort it."
3119,"pvmdov8kus","s1.1","s2.1","i started my career as an options trader on the cboe. options trading can be considered the riskiest financial instrument to use. i left the boston area after high school and attended ohio state. i then moved to chicago and now live in florida so i'm adept at moving to areas around the country, i deem this risky.","i like to take risks having been a former options trader at the cboe."
3120,"pvmdov8kus","s1.1","s2.2","i started my career as an options trader on the cboe. options trading can be considered the riskiest financial instrument to use. i left the boston area after high school and attended ohio state. i then moved to chicago and now live in florida so i'm adept at moving to areas around the country, i deem this risky.","i move around a lot and am not afraid of new places."
3121,"pvmdov8kus","s1.1","s2.3","i started my career as an options trader on the cboe. options trading can be considered the riskiest financial instrument to use. i left the boston area after high school and attended ohio state. i then moved to chicago and now live in florida so i'm adept at moving to areas around the country, i deem this risky.","i'm not afraid to confront people even in dangerous situations."
3122,"pvmdov8kus","s2.1","s2.2","i like to take risks having been a former options trader at the cboe.","i move around a lot and am not afraid of new places."
3123,"pvmdov8kus","s2.1","s2.3","i like to take risks having been a former options trader at the cboe.","i'm not afraid to confront people even in dangerous situations."
3124,"pvmdov8kus","s2.2","s2.3","i move around a lot and am not afraid of new places.","i'm not afraid to confront people even in dangerous situations."
3125,"pgjsv4g3p0","s1.1","s1.2","i am a very cautious person.","i worry a lot about things."
3126,"pgjsv4g3p0","s1.1","s1.3","i am a very cautious person.","i do not like to take risks because i like everything to be predictable."
3127,"pgjsv4g3p0","s1.1","s2.1","i am a very cautious person.","i like stability."
3128,"pgjsv4g3p0","s1.1","s2.2","i am a very cautious person.","i am frugal with money."
3129,"pgjsv4g3p0","s1.1","s2.3","i am a very cautious person.","i am a constant worrier."
3130,"pgjsv4g3p0","s1.2","s1.3","i worry a lot about things.","i do not like to take risks because i like everything to be predictable."
3131,"pgjsv4g3p0","s1.2","s2.1","i worry a lot about things.","i like stability."
3132,"pgjsv4g3p0","s1.2","s2.2","i worry a lot about things.","i am frugal with money."
3133,"pgjsv4g3p0","s1.2","s2.3","i worry a lot about things.","i am a constant worrier."
3134,"pgjsv4g3p0","s1.3","s2.1","i do not like to take risks because i like everything to be predictable.","i like stability."
3135,"pgjsv4g3p0","s1.3","s2.2","i do not like to take risks because i like everything to be predictable.","i am frugal with money."
3136,"pgjsv4g3p0","s1.3","s2.3","i do not like to take risks because i like everything to be predictable.","i am a constant worrier."
3137,"pgjsv4g3p0","s2.1","s2.2","i like stability.","i am frugal with money."
3138,"pgjsv4g3p0","s2.1","s2.3","i like stability.","i am a constant worrier."
3139,"pgjsv4g3p0","s2.2","s2.3","i am frugal with money.","i am a constant worrier."
3140,"pkpenn3v42","s1.1","s1.2","i'm scared of bad things happening because i took a risk.","i feel i have regretted taking risks in the past."
3141,"pkpenn3v42","s1.1","s1.3","i'm scared of bad things happening because i took a risk.","something good could happen from a risk though."
3142,"pkpenn3v42","s1.1","s2.1","i'm scared of bad things happening because i took a risk.","without taking risks you won't grow"
3143,"pkpenn3v42","s1.1","s2.2","i'm scared of bad things happening because i took a risk.","taking risks is too scary"
3144,"pkpenn3v42","s1.1","s2.3","i'm scared of bad things happening because i took a risk.","i have regretted when risks turned out badly for me in the past."
3145,"pkpenn3v42","s1.2","s1.3","i feel i have regretted taking risks in the past.","something good could happen from a risk though."
3146,"pkpenn3v42","s1.2","s2.1","i feel i have regretted taking risks in the past.","without taking risks you won't grow"
3147,"pkpenn3v42","s1.2","s2.2","i feel i have regretted taking risks in the past.","taking risks is too scary"
3148,"pkpenn3v42","s1.2","s2.3","i feel i have regretted taking risks in the past.","i have regretted when risks turned out badly for me in the past."
3149,"pkpenn3v42","s1.3","s2.1","something good could happen from a risk though.","without taking risks you won't grow"
3150,"pkpenn3v42","s1.3","s2.2","something good could happen from a risk though.","taking risks is too scary"
3151,"pkpenn3v42","s1.3","s2.3","something good could happen from a risk though.","i have regretted when risks turned out badly for me in the past."
3152,"pkpenn3v42","s2.1","s2.2","without taking risks you won't grow","taking risks is too scary"
3153,"pkpenn3v42","s2.1","s2.3","without taking risks you won't grow","i have regretted when risks turned out badly for me in the past."
3154,"pkpenn3v42","s2.2","s2.3","taking risks is too scary","i have regretted when risks turned out badly for me in the past."
3155,"pd3dvjq6g7","s1.1","s1.2","i am because you never know until you try.","i am because i do not want to constantly be thinking about how it would have otherwise turned out."
3156,"pd3dvjq6g7","s1.1","s1.3","i am because you never know until you try.","i am because i want to open up as many opportunities for myself in life as possible."
3157,"pd3dvjq6g7","s1.1","s2.1","i am because you never know until you try.","i am willing to because you never know until you try."
3158,"pd3dvjq6g7","s1.1","s2.2","i am because you never know until you try.","i am willing to because i do not want to look back and wonder what would have happened if i had tried."
3159,"pd3dvjq6g7","s1.1","s2.3","i am because you never know until you try.","i am willing to because i need to take risks in order to find successes."
3160,"pd3dvjq6g7","s1.2","s1.3","i am because i do not want to constantly be thinking about how it would have otherwise turned out.","i am because i want to open up as many opportunities for myself in life as possible."
3161,"pd3dvjq6g7","s1.2","s2.1","i am because i do not want to constantly be thinking about how it would have otherwise turned out.","i am willing to because you never know until you try."
3162,"pd3dvjq6g7","s1.2","s2.2","i am because i do not want to constantly be thinking about how it would have otherwise turned out.","i am willing to because i do not want to look back and wonder what would have happened if i had tried."
3163,"pd3dvjq6g7","s1.2","s2.3","i am because i do not want to constantly be thinking about how it would have otherwise turned out.","i am willing to because i need to take risks in order to find successes."
3164,"pd3dvjq6g7","s1.3","s2.1","i am because i want to open up as many opportunities for myself in life as possible.","i am willing to because you never know until you try."
3165,"pd3dvjq6g7","s1.3","s2.2","i am because i want to open up as many opportunities for myself in life as possible.","i am willing to because i do not want to look back and wonder what would have happened if i had tried."
3166,"pd3dvjq6g7","s1.3","s2.3","i am because i want to open up as many opportunities for myself in life as possible.","i am willing to because i need to take risks in order to find successes."
3167,"pd3dvjq6g7","s2.1","s2.2","i am willing to because you never know until you try.","i am willing to because i do not want to look back and wonder what would have happened if i had tried."
3168,"pd3dvjq6g7","s2.1","s2.3","i am willing to because you never know until you try.","i am willing to because i need to take risks in order to find successes."
3169,"pd3dvjq6g7","s2.2","s2.3","i am willing to because i do not want to look back and wonder what would have happened if i had tried.","i am willing to because i need to take risks in order to find successes."
3170,"p76482i33p","s1.1","s1.2","i try to avoid taking risks because i don't want any bad things to happen to me.","risky behavior can potentially harm others as well as myself."
3171,"p76482i33p","s1.1","s1.3","i try to avoid taking risks because i don't want any bad things to happen to me.","i would rather play things safe instead of risk losing something important."
3172,"p76482i33p","s1.1","s2.1","i try to avoid taking risks because i don't want any bad things to happen to me.","i try to avoid taking risks because i would rather miss out on something good than have something bad happen."
3173,"p76482i33p","s1.1","s2.2","i try to avoid taking risks because i don't want any bad things to happen to me.","i do not like taking risks because they could have negative ramifications on people other than myself."
3174,"p76482i33p","s1.1","s2.3","i try to avoid taking risks because i don't want any bad things to happen to me.","i feel that it is smarter to play things safe than to take risks, and i do not want to be the person foolishly rushing in to a bad situation."
3175,"p76482i33p","s1.2","s1.3","risky behavior can potentially harm others as well as myself.","i would rather play things safe instead of risk losing something important."
3176,"p76482i33p","s1.2","s2.1","risky behavior can potentially harm others as well as myself.","i try to avoid taking risks because i would rather miss out on something good than have something bad happen."
3177,"p76482i33p","s1.2","s2.2","risky behavior can potentially harm others as well as myself.","i do not like taking risks because they could have negative ramifications on people other than myself."
3178,"p76482i33p","s1.2","s2.3","risky behavior can potentially harm others as well as myself.","i feel that it is smarter to play things safe than to take risks, and i do not want to be the person foolishly rushing in to a bad situation."
3179,"p76482i33p","s1.3","s2.1","i would rather play things safe instead of risk losing something important.","i try to avoid taking risks because i would rather miss out on something good than have something bad happen."
3180,"p76482i33p","s1.3","s2.2","i would rather play things safe instead of risk losing something important.","i do not like taking risks because they could have negative ramifications on people other than myself."
3181,"p76482i33p","s1.3","s2.3","i would rather play things safe instead of risk losing something important.","i feel that it is smarter to play things safe than to take risks, and i do not want to be the person foolishly rushing in to a bad situation."
3182,"p76482i33p","s2.1","s2.2","i try to avoid taking risks because i would rather miss out on something good than have something bad happen.","i do not like taking risks because they could have negative ramifications on people other than myself."
3183,"p76482i33p","s2.1","s2.3","i try to avoid taking risks because i would rather miss out on something good than have something bad happen.","i feel that it is smarter to play things safe than to take risks, and i do not want to be the person foolishly rushing in to a bad situation."
3184,"p76482i33p","s2.2","s2.3","i do not like taking risks because they could have negative ramifications on people other than myself.","i feel that it is smarter to play things safe than to take risks, and i do not want to be the person foolishly rushing in to a bad situation."
3185,"pi2gguep6a","s1.1","s1.2","at my age i rarely take risks, such was not the case in my youth.","i was recently diagnosed with osteopenia after a bone density scan.  so, i am especially wary of falling."
3186,"pi2gguep6a","s1.1","s1.3","at my age i rarely take risks, such was not the case in my youth.","financial considerations also come into play, i can no longer afford to fritter away money."
3187,"pi2gguep6a","s1.1","s1.4","at my age i rarely take risks, such was not the case in my youth.","i have a dependent disabled adult child with a genetic disorder.  the consequences of ignoring concerns for him would be very risky."
3188,"pi2gguep6a","s1.1","s1.5","at my age i rarely take risks, such was not the case in my youth.","i am a woman, a senior citizen, so i fear taking risks where i might be endangered as a target from either of those aspects."
3189,"pi2gguep6a","s1.1","s1.6","at my age i rarely take risks, such was not the case in my youth.","i am an american who lives in a gun culture, plenty of risks associated with that!"
3190,"pi2gguep6a","s1.1","s2.1","at my age i rarely take risks, such was not the case in my youth.","i am no longer a person who is willing to take risks.  at age 70 i avoid taking risks; at age 20 i was quite daring!"
3191,"pi2gguep6a","s1.1","s2.2","at my age i rarely take risks, such was not the case in my youth.","i have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age."
3192,"pi2gguep6a","s1.1","s2.3","at my age i rarely take risks, such was not the case in my youth.","i am the caretaker for an adult child with a genetic disorder so everything i do is predicated with that fact."
3193,"pi2gguep6a","s1.2","s1.3","i was recently diagnosed with osteopenia after a bone density scan.  so, i am especially wary of falling.","financial considerations also come into play, i can no longer afford to fritter away money."
3194,"pi2gguep6a","s1.2","s1.4","i was recently diagnosed with osteopenia after a bone density scan.  so, i am especially wary of falling.","i have a dependent disabled adult child with a genetic disorder.  the consequences of ignoring concerns for him would be very risky."
3195,"pi2gguep6a","s1.2","s1.5","i was recently diagnosed with osteopenia after a bone density scan.  so, i am especially wary of falling.","i am a woman, a senior citizen, so i fear taking risks where i might be endangered as a target from either of those aspects."
3196,"pi2gguep6a","s1.2","s1.6","i was recently diagnosed with osteopenia after a bone density scan.  so, i am especially wary of falling.","i am an american who lives in a gun culture, plenty of risks associated with that!"
3197,"pi2gguep6a","s1.2","s2.1","i was recently diagnosed with osteopenia after a bone density scan.  so, i am especially wary of falling.","i am no longer a person who is willing to take risks.  at age 70 i avoid taking risks; at age 20 i was quite daring!"
3198,"pi2gguep6a","s1.2","s2.2","i was recently diagnosed with osteopenia after a bone density scan.  so, i am especially wary of falling.","i have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age."
3199,"pi2gguep6a","s1.2","s2.3","i was recently diagnosed with osteopenia after a bone density scan.  so, i am especially wary of falling.","i am the caretaker for an adult child with a genetic disorder so everything i do is predicated with that fact."
3200,"pi2gguep6a","s1.3","s1.4","financial considerations also come into play, i can no longer afford to fritter away money.","i have a dependent disabled adult child with a genetic disorder.  the consequences of ignoring concerns for him would be very risky."
3201,"pi2gguep6a","s1.3","s1.5","financial considerations also come into play, i can no longer afford to fritter away money.","i am a woman, a senior citizen, so i fear taking risks where i might be endangered as a target from either of those aspects."
3202,"pi2gguep6a","s1.3","s1.6","financial considerations also come into play, i can no longer afford to fritter away money.","i am an american who lives in a gun culture, plenty of risks associated with that!"
3203,"pi2gguep6a","s1.3","s2.1","financial considerations also come into play, i can no longer afford to fritter away money.","i am no longer a person who is willing to take risks.  at age 70 i avoid taking risks; at age 20 i was quite daring!"
3204,"pi2gguep6a","s1.3","s2.2","financial considerations also come into play, i can no longer afford to fritter away money.","i have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age."
3205,"pi2gguep6a","s1.3","s2.3","financial considerations also come into play, i can no longer afford to fritter away money.","i am the caretaker for an adult child with a genetic disorder so everything i do is predicated with that fact."
3206,"pi2gguep6a","s1.4","s1.5","i have a dependent disabled adult child with a genetic disorder.  the consequences of ignoring concerns for him would be very risky.","i am a woman, a senior citizen, so i fear taking risks where i might be endangered as a target from either of those aspects."
3207,"pi2gguep6a","s1.4","s1.6","i have a dependent disabled adult child with a genetic disorder.  the consequences of ignoring concerns for him would be very risky.","i am an american who lives in a gun culture, plenty of risks associated with that!"
3208,"pi2gguep6a","s1.4","s2.1","i have a dependent disabled adult child with a genetic disorder.  the consequences of ignoring concerns for him would be very risky.","i am no longer a person who is willing to take risks.  at age 70 i avoid taking risks; at age 20 i was quite daring!"
3209,"pi2gguep6a","s1.4","s2.2","i have a dependent disabled adult child with a genetic disorder.  the consequences of ignoring concerns for him would be very risky.","i have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age."
3210,"pi2gguep6a","s1.4","s2.3","i have a dependent disabled adult child with a genetic disorder.  the consequences of ignoring concerns for him would be very risky.","i am the caretaker for an adult child with a genetic disorder so everything i do is predicated with that fact."
3211,"pi2gguep6a","s1.5","s1.6","i am a woman, a senior citizen, so i fear taking risks where i might be endangered as a target from either of those aspects.","i am an american who lives in a gun culture, plenty of risks associated with that!"
3212,"pi2gguep6a","s1.5","s2.1","i am a woman, a senior citizen, so i fear taking risks where i might be endangered as a target from either of those aspects.","i am no longer a person who is willing to take risks.  at age 70 i avoid taking risks; at age 20 i was quite daring!"
3213,"pi2gguep6a","s1.5","s2.2","i am a woman, a senior citizen, so i fear taking risks where i might be endangered as a target from either of those aspects.","i have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age."
3214,"pi2gguep6a","s1.5","s2.3","i am a woman, a senior citizen, so i fear taking risks where i might be endangered as a target from either of those aspects.","i am the caretaker for an adult child with a genetic disorder so everything i do is predicated with that fact."
3215,"pi2gguep6a","s1.6","s2.1","i am an american who lives in a gun culture, plenty of risks associated with that!","i am no longer a person who is willing to take risks.  at age 70 i avoid taking risks; at age 20 i was quite daring!"
3216,"pi2gguep6a","s1.6","s2.2","i am an american who lives in a gun culture, plenty of risks associated with that!","i have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age."
3217,"pi2gguep6a","s1.6","s2.3","i am an american who lives in a gun culture, plenty of risks associated with that!","i am the caretaker for an adult child with a genetic disorder so everything i do is predicated with that fact."
3218,"pi2gguep6a","s2.1","s2.2","i am no longer a person who is willing to take risks.  at age 70 i avoid taking risks; at age 20 i was quite daring!","i have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age."
3219,"pi2gguep6a","s2.1","s2.3","i am no longer a person who is willing to take risks.  at age 70 i avoid taking risks; at age 20 i was quite daring!","i am the caretaker for an adult child with a genetic disorder so everything i do is predicated with that fact."
3220,"pi2gguep6a","s2.2","s2.3","i have osteopenia, a thinning of bone density, so merely taking a shower is potentially more risky than it was in middle age.","i am the caretaker for an adult child with a genetic disorder so everything i do is predicated with that fact."
3221,"p2igo6qgaa","s1.1","s1.2","i am not shy about meeting new people.","i am willing to take a chance on an investment if it makes sense."
3222,"p2igo6qgaa","s1.1","s1.3","i am not shy about meeting new people.","i don't like to risk my life for fun."
3223,"p2igo6qgaa","s1.1","s1.4","i am not shy about meeting new people.","i am willing to take it on faith that some things will work out."
3224,"p2igo6qgaa","s1.1","s1.5","i am not shy about meeting new people.","i am not a thrill seeker."
3225,"p2igo6qgaa","s1.1","s1.6","i am not shy about meeting new people.","i tend to follow rules."
3226,"p2igo6qgaa","s1.1","s1.7","i am not shy about meeting new people.","i don't mind switching jobs to see if a new job is better."
3227,"p2igo6qgaa","s1.1","s1.8","i am not shy about meeting new people.","i don't like to plan all my trips and take some as they come, setting out with no real plan."
3228,"p2igo6qgaa","s1.1","s2.1","i am not shy about meeting new people.","i like to invest in the stock market"
3229,"p2igo6qgaa","s1.1","s2.2","i am not shy about meeting new people.","i don't like to risk my health"
3230,"p2igo6qgaa","s1.1","s2.3","i am not shy about meeting new people.","i don't like roller coasters."
3231,"p2igo6qgaa","s1.1","s2.4","i am not shy about meeting new people.","i am not afraid to do something i have never done before."
3232,"p2igo6qgaa","s1.1","s2.5","i am not shy about meeting new people.","being scared of something doesn't stop me."
3233,"p2igo6qgaa","s1.1","s2.6","i am not shy about meeting new people.","i like to follow the rules"
3234,"p2igo6qgaa","s1.2","s1.3","i am willing to take a chance on an investment if it makes sense.","i don't like to risk my life for fun."
3235,"p2igo6qgaa","s1.2","s1.4","i am willing to take a chance on an investment if it makes sense.","i am willing to take it on faith that some things will work out."
3236,"p2igo6qgaa","s1.2","s1.5","i am willing to take a chance on an investment if it makes sense.","i am not a thrill seeker."
3237,"p2igo6qgaa","s1.2","s1.6","i am willing to take a chance on an investment if it makes sense.","i tend to follow rules."
3238,"p2igo6qgaa","s1.2","s1.7","i am willing to take a chance on an investment if it makes sense.","i don't mind switching jobs to see if a new job is better."
3239,"p2igo6qgaa","s1.2","s1.8","i am willing to take a chance on an investment if it makes sense.","i don't like to plan all my trips and take some as they come, setting out with no real plan."
3240,"p2igo6qgaa","s1.2","s2.1","i am willing to take a chance on an investment if it makes sense.","i like to invest in the stock market"
3241,"p2igo6qgaa","s1.2","s2.2","i am willing to take a chance on an investment if it makes sense.","i don't like to risk my health"
3242,"p2igo6qgaa","s1.2","s2.3","i am willing to take a chance on an investment if it makes sense.","i don't like roller coasters."
3243,"p2igo6qgaa","s1.2","s2.4","i am willing to take a chance on an investment if it makes sense.","i am not afraid to do something i have never done before."
3244,"p2igo6qgaa","s1.2","s2.5","i am willing to take a chance on an investment if it makes sense.","being scared of something doesn't stop me."
3245,"p2igo6qgaa","s1.2","s2.6","i am willing to take a chance on an investment if it makes sense.","i like to follow the rules"
3246,"p2igo6qgaa","s1.3","s1.4","i don't like to risk my life for fun.","i am willing to take it on faith that some things will work out."
3247,"p2igo6qgaa","s1.3","s1.5","i don't like to risk my life for fun.","i am not a thrill seeker."
3248,"p2igo6qgaa","s1.3","s1.6","i don't like to risk my life for fun.","i tend to follow rules."
3249,"p2igo6qgaa","s1.3","s1.7","i don't like to risk my life for fun.","i don't mind switching jobs to see if a new job is better."
3250,"p2igo6qgaa","s1.3","s1.8","i don't like to risk my life for fun.","i don't like to plan all my trips and take some as they come, setting out with no real plan."
3251,"p2igo6qgaa","s1.3","s2.1","i don't like to risk my life for fun.","i like to invest in the stock market"
3252,"p2igo6qgaa","s1.3","s2.2","i don't like to risk my life for fun.","i don't like to risk my health"
3253,"p2igo6qgaa","s1.3","s2.3","i don't like to risk my life for fun.","i don't like roller coasters."
3254,"p2igo6qgaa","s1.3","s2.4","i don't like to risk my life for fun.","i am not afraid to do something i have never done before."
3255,"p2igo6qgaa","s1.3","s2.5","i don't like to risk my life for fun.","being scared of something doesn't stop me."
3256,"p2igo6qgaa","s1.3","s2.6","i don't like to risk my life for fun.","i like to follow the rules"
3257,"p2igo6qgaa","s1.4","s1.5","i am willing to take it on faith that some things will work out.","i am not a thrill seeker."
3258,"p2igo6qgaa","s1.4","s1.6","i am willing to take it on faith that some things will work out.","i tend to follow rules."
3259,"p2igo6qgaa","s1.4","s1.7","i am willing to take it on faith that some things will work out.","i don't mind switching jobs to see if a new job is better."
3260,"p2igo6qgaa","s1.4","s1.8","i am willing to take it on faith that some things will work out.","i don't like to plan all my trips and take some as they come, setting out with no real plan."
3261,"p2igo6qgaa","s1.4","s2.1","i am willing to take it on faith that some things will work out.","i like to invest in the stock market"
3262,"p2igo6qgaa","s1.4","s2.2","i am willing to take it on faith that some things will work out.","i don't like to risk my health"
3263,"p2igo6qgaa","s1.4","s2.3","i am willing to take it on faith that some things will work out.","i don't like roller coasters."
3264,"p2igo6qgaa","s1.4","s2.4","i am willing to take it on faith that some things will work out.","i am not afraid to do something i have never done before."
3265,"p2igo6qgaa","s1.4","s2.5","i am willing to take it on faith that some things will work out.","being scared of something doesn't stop me."
3266,"p2igo6qgaa","s1.4","s2.6","i am willing to take it on faith that some things will work out.","i like to follow the rules"
3267,"p2igo6qgaa","s1.5","s1.6","i am not a thrill seeker.","i tend to follow rules."
3268,"p2igo6qgaa","s1.5","s1.7","i am not a thrill seeker.","i don't mind switching jobs to see if a new job is better."
3269,"p2igo6qgaa","s1.5","s1.8","i am not a thrill seeker.","i don't like to plan all my trips and take some as they come, setting out with no real plan."
3270,"p2igo6qgaa","s1.5","s2.1","i am not a thrill seeker.","i like to invest in the stock market"
3271,"p2igo6qgaa","s1.5","s2.2","i am not a thrill seeker.","i don't like to risk my health"
3272,"p2igo6qgaa","s1.5","s2.3","i am not a thrill seeker.","i don't like roller coasters."
3273,"p2igo6qgaa","s1.5","s2.4","i am not a thrill seeker.","i am not afraid to do something i have never done before."
3274,"p2igo6qgaa","s1.5","s2.5","i am not a thrill seeker.","being scared of something doesn't stop me."
3275,"p2igo6qgaa","s1.5","s2.6","i am not a thrill seeker.","i like to follow the rules"
3276,"p2igo6qgaa","s1.6","s1.7","i tend to follow rules.","i don't mind switching jobs to see if a new job is better."
3277,"p2igo6qgaa","s1.6","s1.8","i tend to follow rules.","i don't like to plan all my trips and take some as they come, setting out with no real plan."
3278,"p2igo6qgaa","s1.6","s2.1","i tend to follow rules.","i like to invest in the stock market"
3279,"p2igo6qgaa","s1.6","s2.2","i tend to follow rules.","i don't like to risk my health"
3280,"p2igo6qgaa","s1.6","s2.3","i tend to follow rules.","i don't like roller coasters."
3281,"p2igo6qgaa","s1.6","s2.4","i tend to follow rules.","i am not afraid to do something i have never done before."
3282,"p2igo6qgaa","s1.6","s2.5","i tend to follow rules.","being scared of something doesn't stop me."
3283,"p2igo6qgaa","s1.6","s2.6","i tend to follow rules.","i like to follow the rules"
3284,"p2igo6qgaa","s1.7","s1.8","i don't mind switching jobs to see if a new job is better.","i don't like to plan all my trips and take some as they come, setting out with no real plan."
3285,"p2igo6qgaa","s1.7","s2.1","i don't mind switching jobs to see if a new job is better.","i like to invest in the stock market"
3286,"p2igo6qgaa","s1.7","s2.2","i don't mind switching jobs to see if a new job is better.","i don't like to risk my health"
3287,"p2igo6qgaa","s1.7","s2.3","i don't mind switching jobs to see if a new job is better.","i don't like roller coasters."
3288,"p2igo6qgaa","s1.7","s2.4","i don't mind switching jobs to see if a new job is better.","i am not afraid to do something i have never done before."
3289,"p2igo6qgaa","s1.7","s2.5","i don't mind switching jobs to see if a new job is better.","being scared of something doesn't stop me."
3290,"p2igo6qgaa","s1.7","s2.6","i don't mind switching jobs to see if a new job is better.","i like to follow the rules"
3291,"p2igo6qgaa","s1.8","s2.1","i don't like to plan all my trips and take some as they come, setting out with no real plan.","i like to invest in the stock market"
3292,"p2igo6qgaa","s1.8","s2.2","i don't like to plan all my trips and take some as they come, setting out with no real plan.","i don't like to risk my health"
3293,"p2igo6qgaa","s1.8","s2.3","i don't like to plan all my trips and take some as they come, setting out with no real plan.","i don't like roller coasters."
3294,"p2igo6qgaa","s1.8","s2.4","i don't like to plan all my trips and take some as they come, setting out with no real plan.","i am not afraid to do something i have never done before."
3295,"p2igo6qgaa","s1.8","s2.5","i don't like to plan all my trips and take some as they come, setting out with no real plan.","being scared of something doesn't stop me."
3296,"p2igo6qgaa","s1.8","s2.6","i don't like to plan all my trips and take some as they come, setting out with no real plan.","i like to follow the rules"
3297,"p2igo6qgaa","s2.1","s2.2","i like to invest in the stock market","i don't like to risk my health"
3298,"p2igo6qgaa","s2.1","s2.3","i like to invest in the stock market","i don't like roller coasters."
3299,"p2igo6qgaa","s2.1","s2.4","i like to invest in the stock market","i am not afraid to do something i have never done before."
3300,"p2igo6qgaa","s2.1","s2.5","i like to invest in the stock market","being scared of something doesn't stop me."
3301,"p2igo6qgaa","s2.1","s2.6","i like to invest in the stock market","i like to follow the rules"
