partid,aspect_ind,sentiment,age,sex,yearsofedu,job,income,qual_focused,qual_effort,duration,rating,aspect,r_risk,r_frequency,r_social,r_situation,r_control,r_active,aspect_ind_cat,r_risk_binary,r_risk_binary_n,n_aspects,n_seeking,n_avoiding,s_aspects,m_aspects,m_risk,s_risk,p_social,p_situation,p_control,p_active,rank_frequency,med_frequency,SMRD,mean_sentiment,max_sentiment,min_sentiment
pq6mcgoqgt,2,-3,45,female,17,employed,3k_4k,100,100,298,5,"I will take risks on some things, but not huge risks.  I will change a job but only after about 14 years of hating the job I was at.",-31,less_once,0,1,controllable,active,Aspect #2,Contra,-1,3,1,2,-1,-0.3333333333333333,-14,-42,0,1,0.6666666666666666,1,6,6,-1,-2,-1,-3
pq6mcgoqgt,3,-2,45,female,17,employed,3k_4k,100,100,298,5,"If I do not take any risks, then I will not grow.  I take financial risks, like buying cars, a house, or making investments, but only in certain amounts.",28,less_reg,0,1,controllable,active,Aspect #3,Pro,1,3,1,2,-1,-0.3333333333333333,-14,-42,0,1,0.6666666666666666,1,5,6,-1,-2,-1,-3
pq7r70mnvs,2,1,21,female,15,employed,3k_4k,100,100,199,3,I like to play it safe,-48,day,1,NA,controllable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-47.333333333333336,-142,0.3333333333333333,0.5,1,0.3333333333333333,1,1,-1,1,1,1
pq7r70mnvs,3,1,21,female,15,employed,3k_4k,100,100,199,3,i prefer to keep waiting for 100% instead of just taking any old chance,-48,day,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-47.333333333333336,-142,0.3333333333333333,0.5,1,0.3333333333333333,1,1,-1,1,1,1
pq93i0114s,1,0,23,male,13,employed,4k_5k,100,100,253,10,i love to take risk because i feel like the more risk you take the more you gain.,50,month,0,1,controllable,passive,Aspect #1,Pro,1,4,4,0,4,1,50,200,0,1,1,0.75,3,3,1,-1,0,-2
pq93i0114s,2,-2,23,male,13,employed,4k_5k,100,100,253,10,i take risk because life is boring without it. ,50,month,0,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,50,200,0,1,1,0.75,3,3,1,-1,0,-2
pq93i0114s,3,-1,23,male,13,employed,4k_5k,100,100,253,10,i take risk because i like to go against the grain. ,50,month,0,1,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,50,200,0,1,1,0.75,3,3,1,-1,0,-2
pq93i0114s,4,-1,23,male,13,employed,4k_5k,100,100,253,10,i take risk because i like the feeling,50,year,0,1,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,50,200,0,1,1,0.75,4,3,1,-1,0,-2
pqp37b82le,1,1,38,male,12,employed,3k_4k,100,100,381,1,"As the old saying goes, I think it's better to be safe than sorry.",-33,less_once,0,0,controllable,passive,Aspect #1,Contra,-1,3,0,3,-3,-1,-44.333333333333336,-133,0,0,1,0.3333333333333333,6,6,-1,0.3333333333333333,1,-1
pqp37b82le,2,-1,38,male,12,employed,3k_4k,100,100,381,1,"Taking chances can bring large rewards, but the losses are greater too.",-50,less_once,0,0,controllable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-44.333333333333336,-133,0,0,1,0.3333333333333333,6,6,-1,0.3333333333333333,1,-1
pqp37b82le,3,1,38,male,12,employed,3k_4k,100,100,381,1,I am much more likely to regret risking and losing big than playing it safe and winning small or not winning at all.,-50,month,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-44.333333333333336,-133,0,0,1,0.3333333333333333,3,6,-1,0.3333333333333333,1,-1
pr1tt4np6b,1,-1,25,male,16,employed,0_1k,100,100,240,1,taking risks involves money and I don't have money,-50,NA,1,1,NA,NA,Aspect #1,Contra,-1,4,0,4,-4,-1,-50,-200,1,1,0,0,NA,2,-1,0,1,-1
pr1tt4np6b,2,-1,25,male,16,employed,0_1k,100,100,240,1,"taking risks involves risking time, I don't have much time",-50,week,1,1,uncontrollable,passive,Aspect #2,Contra,-1,4,0,4,-4,-1,-50,-200,1,1,0,0,2,2,-1,0,1,-1
pr1tt4np6b,3,1,25,male,16,employed,0_1k,100,100,240,1,I know I'm not lucky so taking risks is not appealing to me,-50,week,1,1,uncontrollable,passive,Aspect #3,Contra,-1,4,0,4,-4,-1,-50,-200,1,1,0,0,2,2,-1,0,1,-1
pr1tt4np6b,4,1,25,male,16,employed,0_1k,100,100,240,1,I know I'm not lucky so taking risks is not appealing to me,-50,week,1,1,uncontrollable,passive,Aspect #4,Contra,-1,4,0,4,-4,-1,-50,-200,1,1,0,0,2,2,-1,0,1,-1
pr6sekml7n,1,0,32,male,12,employed,1k_2k,94,89,830,6,It depends on the risk. Do I really need what I'm trying to win/gain? Can I afford to lose or live without my potential loss.,-2,month,0,NA,uncontrollable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-16.5,-33,0,1,0,1,3,3,-1,0.5,1,0
pr6sekml7n,2,1,32,male,12,employed,1k_2k,94,89,830,6,If there is a 80% chance of winning then yes.,-31,month,NA,1,NA,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-16.5,-33,0,1,0,1,3,3,-1,0.5,1,0
pre5kgo540,1,-3,39,female,16,employed,1k_2k,100,100,297,2,I generally avoid risks because I've had a lot of bad experiences in the past in taking risky actions.,-47,month,0,1,controllable,active,Aspect #1,Contra,-1,3,2,1,1,0.3333333333333333,4,12,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,3,-1,-1.3333333333333333,0,-3
pre5kgo540,2,-1,39,female,16,employed,1k_2k,100,100,297,2,Sometimes I take risks because they are unavoidable.,47,month,0,0,uncontrollable,passive,Aspect #2,Pro,1,3,2,1,1,0.3333333333333333,4,12,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,3,-1,-1.3333333333333333,0,-3
pre5kgo540,3,0,39,female,16,employed,1k_2k,100,100,297,2,"If the potential benefits are high enough, I might take a risk.",12,year,0,0,controllable,active,Aspect #3,Pro,1,3,2,1,1,0.3333333333333333,4,12,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,4,3,-1,-1.3333333333333333,0,-3
prhlujas8r,1,-2,30,male,14,employed,2k_3k,79,36,204,3,I'm usually not willing to take risks because  I don't want to put myself in a worse situation.,-31,week,0,0,controllable,passive,Aspect #1,Contra,-1,1,0,1,-1,-1,-31,-31,0,0,1,0,2,2,-1,-2,-2,-2
prsjqob67b,1,-2,28,male,16,employed,3k_4k,97,97,269,8,"Yes, I am a person that is willing to take risks I get an adrenaline rush from risk taking.",20,month,0,1,uncontrollable,active,Aspect #1,Pro,1,3,3,0,3,1,19.666666666666668,59,0,1,0.3333333333333333,0.6666666666666666,3,3,1,0,3,-2
prsjqob67b,2,3,28,male,16,employed,3k_4k,97,97,269,8,"I enjoy the winnings if I win, because I win BIG!",18,month,0,1,uncontrollable,active,Aspect #2,Pro,1,3,3,0,3,1,19.666666666666668,59,0,1,0.3333333333333333,0.6666666666666666,3,3,1,0,3,-2
prsjqob67b,3,-1,28,male,16,employed,3k_4k,97,97,269,8,Life is boring.,21,less_reg,0,1,controllable,passive,Aspect #3,Pro,1,3,3,0,3,1,19.666666666666668,59,0,1,0.3333333333333333,0.6666666666666666,5,3,1,0,3,-2
prvfvtbati,1,0,33,male,18,selfemployed,1k_2k,59,60,425,3,risk should only be taken when benefits are worth that risk,1,week,NA,1,controllable,active,Aspect #1,Pro,1,6,3,3,0,0,-1.8333333333333333,-11,1,1,1,1,2,2,-0.3333333333333333,-0.3333333333333333,2,-2
prvfvtbati,2,2,33,male,18,selfemployed,1k_2k,59,60,425,3,uncertainty means much higher benefits than certainty to be worth it,-1,week,NA,1,controllable,active,Aspect #2,Contra,-1,6,3,3,0,0,-1.8333333333333333,-11,1,1,1,1,2,2,-0.3333333333333333,-0.3333333333333333,2,-2
prvfvtbati,3,0,33,male,18,selfemployed,1k_2k,59,60,425,3,no reason to risk something if there is no reward,-15,day,1,1,controllable,active,Aspect #3,Contra,-1,6,3,3,0,0,-1.8333333333333333,-11,1,1,1,1,1,2,-0.3333333333333333,-0.3333333333333333,2,-2
prvfvtbati,4,-1,33,male,18,selfemployed,1k_2k,59,60,425,3,taking risk for the thrill only is a waste of resources and time,2,month,NA,1,controllable,active,Aspect #4,Pro,1,6,3,3,0,0,-1.8333333333333333,-11,1,1,1,1,3,2,-0.3333333333333333,-0.3333333333333333,2,-2
prvfvtbati,5,-1,33,male,18,selfemployed,1k_2k,59,60,425,3,"taking risk or not does not describe who a person is, only the analysis a person made on a risk-reward situation",-4,day,NA,1,controllable,active,Aspect #5,Contra,-1,6,3,3,0,0,-1.8333333333333333,-11,1,1,1,1,1,2,-0.3333333333333333,-0.3333333333333333,2,-2
prvfvtbati,6,-2,33,male,18,selfemployed,1k_2k,59,60,425,3,"if rewards is high and risk is low and not costly, there is no reason not to take it",6,week,NA,1,controllable,active,Aspect #6,Pro,1,6,3,3,0,0,-1.8333333333333333,-11,1,1,1,1,2,2,-0.3333333333333333,-0.3333333333333333,2,-2
ps0k8ig481,1,-1,32,male,12,employed,2k_3k,100,100,149,10,I am willing to take risks because I think it makes life more interesting.,50,week,0,0,uncontrollable,active,Aspect #1,Pro,1,2,2,0,2,1,50,100,0,0,0,1,2,2,1,-0.5,0,-1
ps0k8ig481,2,0,32,male,12,employed,2k_3k,100,100,149,10,I think that risks pay off better than safe things.,50,week,0,0,uncontrollable,active,Aspect #2,Pro,1,2,2,0,2,1,50,100,0,0,0,1,2,2,1,-0.5,0,-1
ps8bpoliol,1,-2,27,male,16,employed,4k_5k,100,100,290,8,"Good things come with high risk, you'll get nowhere if you don't take risks",50,day,0,1,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,50,200,0.25,1,1,1,1,1.5,1,-0.75,1,-2
ps8bpoliol,2,1,27,male,16,employed,4k_5k,100,100,290,8,It feels good and enjoyable when you get good things after you risked a lot.,50,day,0,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,50,200,0.25,1,1,1,1,1.5,1,-0.75,1,-2
ps8bpoliol,3,0,27,male,16,employed,4k_5k,100,100,290,8,You build confidence on yourself when you take high risks,50,week,1,1,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,50,200,0.25,1,1,1,2,1.5,1,-0.75,1,-2
ps8bpoliol,4,-2,27,male,16,employed,4k_5k,100,100,290,8,"You learn way more when you take risks, even if you loose.",50,week,0,1,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,50,200,0.25,1,1,1,2,1.5,1,-0.75,1,-2
ps98rq7foh,2,-1,30,male,16,employed,5k_x,100,100,536,6,The risk isn't really a risk in the grand scheme of things. ,38,month,1,1,controllable,active,Aspect #2,Pro,1,2,2,0,2,1,31.5,63,0.5,1,1,1,3,3,1,-1,-1,-1
psmasc3auq,1,1,33,male,22,employed,3k_4k,78,39,196,2,I avoid risks because I am safe and like to look out for myself. I want to enjoy more of life,-37,month,0,0,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-39,-78,0,0,1,1,3,3,-1,0,1,-1
psmasc3auq,2,-1,33,male,22,employed,3k_4k,78,39,196,2,I believe that I have more life to live and don't want to die.,-41,month,0,0,controllable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-39,-78,0,0,1,1,3,3,-1,0,1,-1
pspnd84g9s,1,-1,34,female,12,selfemployed,2k_3k,100,84,476,2,I usually always try to err on the side of caution.,-35,day,0,1,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-32.75,-131,0.25,1,1,1,1,2,-1,-1.25,-1,-2
pspnd84g9s,2,-1,34,female,12,selfemployed,2k_3k,100,84,476,2,I always think about all the possible outcomes when deciding on whether or not to take a risk.,-2,week,0,1,controllable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-32.75,-131,0.25,1,1,1,2,2,-1,-1.25,-1,-2
pspnd84g9s,3,-2,34,female,12,selfemployed,2k_3k,100,84,476,2,"In addition to thinking about all outcomes, I will also weigh the possible risks vs. rewards and only make a decision if I think a negative outcome is unlikely.",-46,week,0,1,controllable,active,Aspect #3,Contra,-1,4,0,4,-4,-1,-32.75,-131,0.25,1,1,1,2,2,-1,-1.25,-1,-2
pspnd84g9s,4,-1,34,female,12,selfemployed,2k_3k,100,84,476,2,I generally try to avoid risks and risky behavior. I've learned over time that they are just usually not worth it.,-48,week,1,1,controllable,active,Aspect #4,Contra,-1,4,0,4,-4,-1,-32.75,-131,0.25,1,1,1,2,2,-1,-1.25,-1,-2
pss5736g4h,1,-1,24,male,20,selfemployed,5k_x,77,27,411,10,If you don't take risks you won't get ahead,50,day,NA,NA,controllable,active,Aspect #1,Pro,1,6,6,0,6,1,50,300,0.2,1,1,0.6666666666666666,1,1,1,0.25,1,-1
pss5736g4h,3,0,24,male,20,selfemployed,5k_x,77,27,411,10,I get bored with a stable life,50,month,0,1,controllable,passive,Aspect #3,Pro,1,6,6,0,6,1,50,300,0.2,1,1,0.6666666666666666,3,1,1,0.25,1,-1
pss5736g4h,4,1,24,male,20,selfemployed,5k_x,77,27,411,10,I love adventure ,50,day,0,1,controllable,active,Aspect #4,Pro,1,6,6,0,6,1,50,300,0.2,1,1,0.6666666666666666,1,1,1,0.25,1,-1
pss5736g4h,6,1,24,male,20,selfemployed,5k_x,77,27,411,10,I was raised to take the harder more lucrative path ,50,NA,0,1,controllable,passive,Aspect #6,Pro,1,6,6,0,6,1,50,300,0.2,1,1,0.6666666666666666,NA,1,1,0.25,1,-1
pstctu83l8,1,-6,45,male,14,employed,1k_2k,100,100,415,1,I am not someone who is willing to take risks and I avoid risk as much as possible. Risk involves loss or loss compared to no risk and I prefer to avoid loss.,-50,less_once,0,0,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,0.5,1,6,6,-1,-4.5,-3,-6
pstctu83l8,2,-3,45,male,14,employed,1k_2k,100,100,415,1,Risk can be dangerous and usually has more downside than upside.,-50,less_once,0,0,uncontrollable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,0.5,1,6,6,-1,-4.5,-3,-6
pt4j0pokcj,1,-1,29,male,14,selfemployed,0_1k,97,97,456,3,I do not generally take risks in my daily life because I believe that doing so will eventually be mathematically and logically worse than playing the odds (being safe).,-41,day,0,1,controllable,active,Aspect #1,Contra,-1,5,0,5,-5,-1,-39.6,-198,0,0.5,1,0.8,1,1,-1,-0.8,2,-3
pt4j0pokcj,2,-2,29,male,14,selfemployed,0_1k,97,97,456,3,I am not a person who is generally willing to take risks because I believe that being cautious is obviously better than acting in a risky way for the most part.,-37,day,0,1,controllable,active,Aspect #2,Contra,-1,5,0,5,-5,-1,-39.6,-198,0,0.5,1,0.8,1,1,-1,-0.8,2,-3
pt4j0pokcj,3,2,29,male,14,selfemployed,0_1k,97,97,456,3,I am not generally a person who is willing to take risks because I would rather win or gain over the long term rather than gain over the short term which does not last.,-40,day,0,0,controllable,active,Aspect #3,Contra,-1,5,0,5,-5,-1,-39.6,-198,0,0.5,1,0.8,1,1,-1,-0.8,2,-3
pt4j0pokcj,4,0,29,male,14,selfemployed,0_1k,97,97,456,3,I am generally a person who is not willing to take risks because I am a person who is cautious and thoughtful in thought and action.,-35,day,0,0,controllable,passive,Aspect #4,Contra,-1,5,0,5,-5,-1,-39.6,-198,0,0.5,1,0.8,1,1,-1,-0.8,2,-3
pt4j0pokcj,5,-3,29,male,14,selfemployed,0_1k,97,97,456,3,I am generally a person who is not willing to take risks because I believe that there is an obvious probabilistic truth of the universe that you will lose against bad odds.,-45,day,0,NA,controllable,active,Aspect #5,Contra,-1,5,0,5,-5,-1,-39.6,-198,0,0.5,1,0.8,1,1,-1,-0.8,2,-3
pt4ok81osa,1,-1,22,male,12,selfemployed,4k_5k,84,99,149,0,i do not like trouble,-50,month,0,0,controllable,passive,Aspect #1,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,1,0,3,2.5,-1,-1.5,-1,-2
pt4ok81osa,2,-2,22,male,12,selfemployed,4k_5k,84,99,149,0,taking risk are dumb,-50,week,0,0,controllable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,1,0,2,2.5,-1,-1.5,-1,-2
pt8dna484n,1,-2,40,male,16,employed,5k_x,90,93,504,8,I don't like unnecessary risk,-28,month,0,0,controllable,active,Aspect #1,Contra,-1,5,3,2,1,0.2,3.8,19,0,0.4,0.8,0.75,3,2,-0.2,-1,0,-2
pt8dna484n,2,-1,40,male,16,employed,5k_x,90,93,504,8,I do like taking calculated risks,32,week,0,1,controllable,active,Aspect #2,Pro,1,5,3,2,1,0.2,3.8,19,0,0.4,0.8,0.75,2,2,-0.2,-1,0,-2
pt8dna484n,3,0,40,male,16,employed,5k_x,90,93,504,8,I think executing calculated risks with known results when prudent is a must,39,week,0,0,controllable,active,Aspect #3,Pro,1,5,3,2,1,0.2,3.8,19,0,0.4,0.8,0.75,2,2,-0.2,-1,0,-2
pt8dna484n,4,-1,40,male,16,employed,5k_x,90,93,504,8,I generally don't like volatile amounts of unpredictability,-44,month,0,1,uncontrollable,passive,Aspect #4,Contra,-1,5,3,2,1,0.2,3.8,19,0,0.4,0.8,0.75,3,2,-0.2,-1,0,-2
pt8dna484n,5,-1,40,male,16,employed,5k_x,90,93,504,8,you have to take some risks,20,week,0,0,controllable,NA,Aspect #5,Pro,1,5,3,2,1,0.2,3.8,19,0,0.4,0.8,0.75,2,2,-0.2,-1,0,-2
ptfcfaaij3,1,-1,24,male,12,employed,1k_2k,91,84,141,10,I take risks because the benefits are bigger than not taking risks,46,week,0,0,controllable,active,Aspect #1,Pro,1,3,3,0,3,1,38,114,0,0,1,1,2,2,1,-0.3333333333333333,0,-1
ptfcfaaij3,2,0,24,male,12,employed,1k_2k,91,84,141,10,I take risks because they are thrilling,32,week,0,0,controllable,active,Aspect #2,Pro,1,3,3,0,3,1,38,114,0,0,1,1,2,2,1,-0.3333333333333333,0,-1
ptfcfaaij3,3,0,24,male,12,employed,1k_2k,91,84,141,10,I take risks in order to gain higher status in this world,36,week,0,0,controllable,active,Aspect #3,Pro,1,3,3,0,3,1,38,114,0,0,1,1,2,2,1,-0.3333333333333333,0,-1
pti8q2pfad,1,-1,26,male,18,employed,1k_2k,100,100,335,0,If I were to consider skydiving that would be crazy to me.,-50,NA,0,0,controllable,NA,Aspect #1,Contra,-1,4,0,4,-4,-1,-44,-176,0,0.3333333333333333,0.75,1,NA,1.5,-1,0,1,-1
pti8q2pfad,2,1,26,male,18,employed,1k_2k,100,100,335,0,I don't think I can even muster the courage to do well in a social situation.,-41,week,0,1,uncontrollable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-44,-176,0,0.3333333333333333,0.75,1,2,1.5,-1,0,1,-1
pti8q2pfad,3,1,26,male,18,employed,1k_2k,100,100,335,0,I value my life more than anything and want to do things to protect it.,-35,day,0,0,controllable,active,Aspect #3,Contra,-1,4,0,4,-4,-1,-44,-176,0,0.3333333333333333,0.75,1,1,1.5,-1,0,1,-1
pti8q2pfad,4,-1,26,male,18,employed,1k_2k,100,100,335,0,I feel more in control when I don't take risks.,-50,NA,0,NA,controllable,NA,Aspect #4,Contra,-1,4,0,4,-4,-1,-44,-176,0,0.3333333333333333,0.75,1,NA,1.5,-1,0,1,-1
ptiaaae9ud,1,0,27,male,17,employed,1k_2k,100,67,423,1,I do not enjoy taking risks because knowing the outcome appeals more to me.,-34,NA,0,1,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-42,-168,0,0.75,0.75,0.5,NA,4,-1,-1,0,-2
ptiaaae9ud,2,-1,27,male,17,employed,1k_2k,100,67,423,1,Taking risks leads to danger ,-43,NA,0,1,controllable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-42,-168,0,0.75,0.75,0.5,NA,4,-1,-1,0,-2
ptiaaae9ud,3,-1,27,male,17,employed,1k_2k,100,67,423,1,Taking risks leads to failure more often than not.,-41,less_reg,0,1,controllable,passive,Aspect #3,Contra,-1,4,0,4,-4,-1,-42,-168,0,0.75,0.75,0.5,5,4,-1,-1,0,-2
ptiaaae9ud,4,-2,27,male,17,employed,1k_2k,100,67,423,1,Risk taking give me anxiety.,-50,month,0,0,uncontrollable,passive,Aspect #4,Contra,-1,4,0,4,-4,-1,-42,-168,0,0.75,0.75,0.5,3,4,-1,-1,0,-2
ptmnc45138,1,0,23,male,6,selfemployed,0_1k,84,86,150,8,I'm willing to take risks because it might help me become successful.,36,week,1,1,controllable,active,Aspect #1,Pro,1,1,1,0,1,1,36,36,1,1,1,1,2,2,1,0,0,0
ptoru8sg0c,1,1,31,male,15,employed,2k_3k,97,95,294,6,I enjoy gambling for money either in poker or sports betting.,22,month,0,1,uncontrollable,active,Aspect #1,Pro,1,4,2,2,0,0,-3.5,-14,0,0.5,0.25,1,3,3,1,0,1,-1
ptoru8sg0c,3,-1,31,male,15,employed,2k_3k,97,95,294,6,I try to be careful when it comes to situations that could involve bodily harm.,-21,week,0,0,uncontrollable,active,Aspect #3,Contra,-1,4,2,2,0,0,-3.5,-14,0,0.5,0.25,1,2,3,1,0,1,-1
ptqjgjf25d,1,0,37,male,16,employed,3k_4k,100,100,221,3,I generally try to avoid taking risks and look for steady ways of doing things.,-38,day,0,1,controllable,active,Aspect #1,Contra,-1,1,0,1,-1,-1,-38,-38,0,1,1,1,1,1,-1,0,0,0
ptqlp2k09d,1,2,39,female,14,employed,4k_5k,100,100,244,3,I prefer to play it safe.,16,week,0,0,controllable,active,Aspect #1,Pro,1,3,1,2,-1,-0.3333333333333333,-18.333333333333332,-55,0.3333333333333333,0,0.6666666666666666,1,2,2,1,-0.3333333333333333,2,-2
ptqlp2k09d,2,-2,39,female,14,employed,4k_5k,100,100,244,3,I have taken risks in the past and regretted it.,-33,month,0,0,uncontrollable,active,Aspect #2,Contra,-1,3,1,2,-1,-0.3333333333333333,-18.333333333333332,-55,0.3333333333333333,0,0.6666666666666666,1,3,2,1,-0.3333333333333333,2,-2
ptqlp2k09d,3,-1,39,female,14,employed,4k_5k,100,100,244,3,I have a family who depends on me and I don't want to take a risk.,-38,week,1,0,controllable,active,Aspect #3,Contra,-1,3,1,2,-1,-0.3333333333333333,-18.333333333333332,-55,0.3333333333333333,0,0.6666666666666666,1,2,2,1,-0.3333333333333333,2,-2
ptqu4ourub,1,-1,45,female,12,selfemployed,3k_4k,100,100,315,8,I take a risk everyday when I walk the beach alone.,44,day,NA,1,controllable,active,Aspect #1,Pro,1,3,3,0,3,1,41.666666666666664,125,0,1,0.3333333333333333,0.6666666666666666,1,1,1,-1,-1,-1
ptqu4ourub,2,-1,45,female,12,selfemployed,3k_4k,100,100,315,8,I take a risk every day when I pick up a drink.,50,day,0,1,uncontrollable,active,Aspect #2,Pro,1,3,3,0,3,1,41.666666666666664,125,0,1,0.3333333333333333,0.6666666666666666,1,1,1,-1,-1,-1
ptqu4ourub,3,-1,45,female,12,selfemployed,3k_4k,100,100,315,8,I take a risk when I go into the city alone.,31,month,NA,1,uncontrollable,passive,Aspect #3,Pro,1,3,3,0,3,1,41.666666666666664,125,0,1,0.3333333333333333,0.6666666666666666,3,1,1,-1,-1,-1
ptu7m20por,1,-2,72,female,20,employed,4k_5k,100,100,506,1,I avoid physical risks because they scare me.,-50,week,0,0,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-49.75,-199,0,0,1,1,2,2.5,-1,-1,1,-2
ptu7m20por,2,1,72,female,20,employed,4k_5k,100,100,506,1,I avoid financial risks because I want my money to be safe and secure,-50,month,0,0,controllable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-49.75,-199,0,0,1,1,3,2.5,-1,-1,1,-2
ptu7m20por,3,-2,72,female,20,employed,4k_5k,100,100,506,1,I avoid physical risks because I am old and do not want to hurt myself,-50,day,0,0,controllable,active,Aspect #3,Contra,-1,4,0,4,-4,-1,-49.75,-199,0,0,1,1,1,2.5,-1,-1,1,-2
ptu7m20por,4,-1,72,female,20,employed,4k_5k,100,100,506,1,I void emotional risks because I do not want to get too close to people,-49,month,0,0,controllable,active,Aspect #4,Contra,-1,4,0,4,-4,-1,-49.75,-199,0,0,1,1,3,2.5,-1,-1,1,-2
pu5k586m01,1,2,34,male,13,selfemployed,2k_3k,92,81,239,3,Prefer to make safe choices,-36,week,0,0,controllable,passive,Aspect #1,Contra,-1,2,0,2,-2,-1,-36,-72,0,0.5,1,0.5,2,1.5,-1,1,2,0
pu5k586m01,2,0,34,male,13,selfemployed,2k_3k,92,81,239,3,Can't afford to make mistakes financially ,-36,day,0,1,controllable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-36,-72,0,0.5,1,0.5,1,1.5,-1,1,2,0
pubvue9nof,1,-2,33,female,14,employed,1k_2k,100,100,145,0,I do not take risks because it almost always ends bad.,-50,week,0,1,uncontrollable,passive,Aspect #1,Contra,-1,1,0,1,-1,-1,-50,-50,0,1,0,0,2,2,-1,-2,-2,-2
pumidl9a5m,1,-2,34,female,16,employed,2k_3k,100,77,288,3,I am adverse to taking risks but I simply don't like situations that I feel are not in my control.,-50,week,0,0,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-50,-150,0,0.6666666666666666,1,1,2,4,-1,-2,-2,-2
pumidl9a5m,2,-2,34,female,16,employed,2k_3k,100,77,288,3,I don't like taking risks because of the chance of loss.,-50,year,0,1,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-50,-150,0,0.6666666666666666,1,1,4,4,-1,-2,-2,-2
pumidl9a5m,3,-2,34,female,16,employed,2k_3k,100,77,288,3,I don't like taking risks because I see too many failures.,-50,year,0,1,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-50,-150,0,0.6666666666666666,1,1,4,4,-1,-2,-2,-2
pv0evsea4b,1,-2,35,female,16,selfemployed,0_1k,98,100,355,1,avoid risks because I'm scared ,-45,month,0,1,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-44.666666666666664,-134,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,-1,-1.5,-1,-2
pv0evsea4b,2,-1,35,female,16,selfemployed,0_1k,98,100,355,1,I don't want to lose anything,-43,month,0,0,controllable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-44.666666666666664,-134,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,-1,-1.5,-1,-2
pv3l4i7h97,1,-1,52,female,16,employed,3k_4k,100,100,185,1,I prefer not to take risks because it is scary.,-50,week,0,0,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-48,-96,0,0,1,1,2,2,-1,-0.5,0,-1
pv3l4i7h97,2,0,52,female,16,employed,3k_4k,100,100,185,1,I prefer not to take risks because it is not necessary to put your safety on the line,-46,week,0,0,controllable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-48,-96,0,0,1,1,2,2,-1,-0.5,0,-1
pvde81okc3,1,-1,29,male,16,employed,3k_4k,85,90,223,8,I am a risk taker. I change jobs frequently,40,less_reg,NA,1,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,37.25,149,NaN,1,1,1,5,3.5,1,-1,-1,-1
pve9ncn9s6,1,0,35,male,18,employed,5k_x,100,100,678,10,"If there is no risk, there is no gain.",38,month,0,1,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,28.5,114,0,0.5,0.75,0.5,3,2.5,1,-0.75,0,-2
pve9ncn9s6,2,0,35,male,18,employed,5k_x,100,100,678,10,Taking risks is exciting.,38,week,0,1,uncontrollable,passive,Aspect #2,Pro,1,4,4,0,4,1,28.5,114,0,0.5,0.75,0.5,2,2.5,1,-0.75,0,-2
pve9ncn9s6,3,-2,35,male,18,employed,5k_x,100,100,678,10,Avoiding risk is a sign of weakness.,13,month,0,0,controllable,passive,Aspect #3,Pro,1,4,4,0,4,1,28.5,114,0,0.5,0.75,0.5,3,2.5,1,-0.75,0,-2
