id,"partid","cond_order","cond_soepframe","soep_item",aspect_ind,"aspect",r_risk,"r_frequency","r_social","r_situation","r_control","r_active"
644,"p1ro9fujga","asp_judg","std","gen",0,"I am financially conservative and hate to lose money, so I am not willing to take too much financial risk.  ",-50,"NA","0","0","controllable","active"
645,"p08fcnk0hj","asp_judg","std","gen",2,"I have been burned too many times in the past going out on a limb.",-46,"less_once","0","1","uncontrollable","active"
646,"pn1lf5g7qc","asp_judg","std","gen",1,"(2) I would like to think that I am not particularly afraid of death. ",30,"less_once","0","0","controllable","active"
647,"pl1gu9l8m3","asp_judg","std","gen",1,"I prefer the assurance of not taking risks, because then I can receive an outcome that's predictable and not surprisingly awful.",-41,"day","0","0","NA","active"
648,"p7lla7nfcj","asp_judg","std","gen",1,"Is my move to California considered a risk?",19,"less_once","0","1","uncontrollable","active"
649,"pn1lf5g7qc","asp_judg","std","gen",2,"(3) I have a sense that God is watching over me and my life. ",33,"month","0","1","uncontrollable","active"
650,"p1ro9fujga","asp_judg","std","gen",1,"I am an introvert and do not like meeting new people, so I do not take much risk socially.",-40,"year","0","1","controllable","active"
651,"p7lla7nfcj","asp_judg","std","gen",2,"I know I think things through before I make a decision",-13,"day","0","1","controllable","active"
652,"pn1lf5g7qc","asp_judg","std","gen",3,"(4) I am not afraid to take risks if I know that I am not in it alone.",29,"month","0","1","uncontrollable","active"
653,"pl1gu9l8m3","asp_judg","std","gen",2,"I don't like to take risks because I don't really care too much about the options available.",-45,"day","0","0","NA","passive"
654,"p7lla7nfcj","asp_judg","std","gen",3,"Am I impulsive?",-2,"NA","0","1","NA","NA"
655,"p7lla7nfcj","asp_judg","std","gen",4,"Taking a risk can result in negative experiences",-28,"month","0","0","uncontrollable","active"
656,"p7lla7nfcj","asp_judg","std","gen",5,"A risk is also sometimes the only way to move ahead in life",31,"less_reg","0","0","uncontrollable","active"
657,"p4rv1f9uih","asp_judg","std","gen",0," prepared to take risk",32,"week","1","1","controllable","active"
658,"paah0tgdb0","asp_judg","std","gen",0,"I evaluate all of the possible outcomes before making a decision.",-1,"NA","NA","NA","controllable","active"
659,"p8j43n1q2e","asp_judg","std","gen",0,"I don't want to get hurt",-17,"month","0","1","uncontrollable","active"
660,"p8j43n1q2e","asp_judg","std","gen",1,"I don't want to hurt my family",-44,"year","0","0","uncontrollable","active"
661,"paah0tgdb0","asp_judg","std","gen",1,"If a situation is particularly risky I will avoid it if possible.",-9,"week","NA","NA","controllable","active"
662,"p8j43n1q2e","asp_judg","std","gen",2,"I don't want to put myself in a scary situation",-13,"year","0","1","uncontrollable","passive"
663,"p8j43n1q2e","asp_judg","std","gen",3,"I don't want to be uncomfortable or embarassed",-39,"month","0","1","uncontrollable","passive"
664,"p8j43n1q2e","asp_judg","std","gen",4,"I worry the risk will outweigh the reward",-15,"month","0","0","uncontrollable","active"
665,"p99pd2g2hd","asp_judg","std","gen",0,"I avoid taking risks because I want better assurance of a good outcome.",-50,"week","0","1","controllable","active"
666,"paah0tgdb0","asp_judg","std","gen",2,"As I have gotten older I have been able to better measure the possible dangers of situations that arise.",-8,"day","0","1","controllable","active"
667,"prvfvtbati","asp_judg","std","gen",0,"risk should only be taken when benefits are worth that risk",1,"week","NA","1","controllable","active"
668,"prvfvtbati","asp_judg","std","gen",1,"uncertainty means much higher benefits than certainty to be worth it",-1,"week","NA","1","controllable","active"
669,"paah0tgdb0","asp_judg","std","gen",3,"I have never engaged in anything that has directly put my life at risk or in danger.",-44,"day","0","1","controllable","active"
670,"p99pd2g2hd","asp_judg","std","gen",1,"I don't want a great chance of losing time or money on a high risk.",-50,"week","0","1","controllable","active"
671,"p961d9h451","asp_judg","std","gen",0,"I am willing to take risks as I have always accepted tasks or work that is highly dangerous where loss of life is higher than others. Similarly, I have done this with investing, home buying, car buying, etc. Fortunately, I have found that taking risks has a higher return on investment/reward as everything has paid off in the end.",50,"day","0","1","controllable","active"
672,"prvfvtbati","asp_judg","std","gen",2,"no reason to risk something if there is no reward",-15,"day","1","1","controllable","active"
673,"paah0tgdb0","asp_judg","std","gen",4,"I have chosen my profession because of the nature that it is a safe position, free from risks or dangers.",-24,"less_once","0","1","controllable","active"
674,"prvfvtbati","asp_judg","std","gen",3,"taking risk for the thrill only is a waste of resources and time",2,"month","NA","1","controllable","active"
675,"paah0tgdb0","asp_judg","std","gen",5,"I have turned down jobs and opportunities because I felt there were too many risks involved.",-35,"year","0","1","controllable","active"
676,"prvfvtbati","asp_judg","std","gen",4,"taking risk or not does not describe who a person is, only the analysis a person made on a risk-reward situation",-4,"day","NA","1","controllable","active"
677,"prvfvtbati","asp_judg","std","gen",5,"if rewards is high and risk is low and not costly, there is no reason not to take it",6,"week","NA","1","controllable","active"
678,"p961d9h451","asp_judg","std","gen",1,"Taking risks is something that the rich do to accomplish gaining wealth. I have found myself doing similar things in real estate investment in terms of rental properties. Rental properties have a huge margin of risk as you must buy at a discount, must have available tenants, must have rent on time, and save for repair work. All at the same time while being responsible for the mortgage.",50,"less_reg","1","1","controllable","active"
679,"pm704fj6e7","asp_judg","std","gen",0,"I tried to avoid taking risks, because I can loose money or something special.",-50,"week","0","1","controllable","active"
680,"pmchgjmkej","asp_judg","std","gen",0,"I like taking smart, calculated risks. ",-8,"week","0","1","controllable","active"
681,"pm704fj6e7","asp_judg","std","gen",1,"Avoid I don't want to be judge as an addict that takes risks.",-45,"day","1","1","controllable","passive"
682,"p961d9h451","asp_judg","std","gen",2,"I would say I take risks more often as I enjoy the challenge and stress it creates. I for one, perform at my best when the odds are stacked against me and everyone is counting on me. I enjoy the urge to accomplish the mission and carry the team to victory.",50,"day","0","1","controllable","active"
683,"p961d9h451","asp_judg","std","gen",3,"In my line of work where loss of life is likely or could occur, I view it as noble to accept that risk. The jobs I have pursued are for the benefit of public safety and country. There is relatively small percentage of individuals who stand up and protect what they love. I believe it is worth the associated risk.",50,"day","1","1","controllable","active"
684,"p961d9h451","asp_judg","std","gen",4,"Reward. I have many medals/certificates/accomodations that I have earned for taking risk. I appreciate the fact that I am noticed and recognized for doing some daring things that many would never imagine to do. ",50,"year","1","1","uncontrollable","active"
685,"po1ihq75ko","asp_judg","std","gen",0,"I like to take a little risk if there is a gain",-15,"year","0","0","controllable","active"
686,"po1ihq75ko","asp_judg","std","gen",1,"I would take risks to get ahead of my current situation",8,"month","0","1","controllable","active"
687,"po1ihq75ko","asp_judg","std","gen",2,"I would take risks if I dont have much to lose",32,"month","0","1","uncontrollable","passive"
688,"pga0e1dm62","asp_judg","std","gen",0,"I take risks because I have only one life.",40,"day","0","1","controllable","active"
689,"pv0evsea4b","asp_judg","std","gen",0,"avoid risks because I'm scared ",-45,"month","0","1","controllable","active"
690,"p6k4qd8b38","asp_judg","std","gen",0,"I have a good life.",-13,"day","1","1","controllable","active"
691,"pga0e1dm62","asp_judg","std","gen",1,"I take risks to see more of the world.",8,"year","0","0","controllable","active"
692,"pv0evsea4b","asp_judg","std","gen",1,"I don't want to lose anything",-43,"month","0","0","controllable","passive"
693,"p6k4qd8b38","asp_judg","std","gen",1,"I don't want to ruin my marriage.",-38,"NA","1","0","controllable","NA"
694,"pokleml5q2","asp_judg","std","gen",0,"I have a lot of anxiety of the unknown.",-50,"day","1","1","uncontrollable","passive"
695,"pv0evsea4b","asp_judg","std","gen",2,"I have a family",-46,"day","0","1","uncontrollable","active"
696,"p6k4qd8b38","asp_judg","std","gen",2,"I don't want to lose my money.",-43,"NA","1","0","controllable","passive"
697,"pga0e1dm62","asp_judg","std","gen",2,"I take risks to see all possibilities.",15,"day","1","0","controllable","active"
698,"p6k4qd8b38","asp_judg","std","gen",3,"I don't want to lose my job.",-36,"NA","1","NA","controllable","NA"
699,"pokleml5q2","asp_judg","std","gen",1,"In the last few years, I have pushed myself to step out of my comfort zone.",23,"week","1","1","controllable","active"
700,"pokleml5q2","asp_judg","std","gen",2,"I like to play it safe.",-41,"week","1","1","controllable","passive"
701,"pga0e1dm62","asp_judg","std","gen",3,"I take risks because it's important to put yourself out there.",21,"week","0","0","controllable","active"
702,"pokleml5q2","asp_judg","std","gen",3,"I sometimes wonder \"what if.\"",33,"day","0","1","controllable","passive"
703,"pokleml5q2","asp_judg","std","gen",4,"I hate the feeling I get when I play it safe.",28,"month","0","1","uncontrollable","active"
704,"pncjb3oc9h","asp_judg","std","gen",0,"I'm generally a person who is willing to take risks, but I think before I act on anything. I am smart with my decisions.",5,"NA","0","0","NA","NA"
705,"po59r3bl5f","asp_judg","std","gen",0,"I don't enjoy taking risks.",-24,"month","0","1","uncontrollable","passive"
706,"po59r3bl5f","asp_judg","std","gen",1,"I experience anxiety when I take risks.",-23,"month","0","1","uncontrollable","passive"
707,"po59r3bl5f","asp_judg","std","gen",2,"I can't stop worrying when I'm doing risky things.",-40,"month","0","1","uncontrollable","passive"
708,"po59r3bl5f","asp_judg","std","gen",3,"I don't sleep well when I'm doing risky things.",-21,"month","0","1","uncontrollable","passive"
709,"po59r3bl5f","asp_judg","std","gen",4,"I've come out on the bad end of some risky investments in the past.",-48,"less_once","0","1","controllable","active"
710,"pjaipfg4ug","asp_judg","std","gen",0,"I am willing to take risks so that my life is not boring.",46,"month","0","0","controllable","active"
711,"pjaipfg4ug","asp_judg","std","gen",1,"I am willing to take risks to help get me closer to my goals.",50,"month","0","0","controllable","active"
712,"p90o1dab0u","asp_judg","std","gen",0,"Avoid taking risks generally. I feel it is better to be safe than sorry. If i was guaranteed something or had to take a risk for something more I would take the guaranteed",-50,"week","0","0","NA","NA"
713,"po20cce0oc","asp_judg","std","gen",0,"I don't like taking risks because they make me anxious.",-50,"week","0","0","controllable","passive"
714,"pjaipfg4ug","asp_judg","std","gen",2,"I am willing to take risks because they often beneficial.",49,"month","0","0","controllable","active"
715,"po20cce0oc","asp_judg","std","gen",1,"Taking risks removes any sense of certainty.",-50,"month","0","0","controllable","passive"
716,"p90o1dab0u","asp_judg","std","gen",1,"I can't think of any other reasons",-35,"NA","NA","NA","NA","NA"
717,"po20cce0oc","asp_judg","std","gen",2,"Risks are inherently risky.",-50,"NA","0","0","controllable","passive"
718,"po20cce0oc","asp_judg","std","gen",3,"Risks are inherently risky.",-50,"NA","0","0","controllable","passive"
719,"pjaipfg4ug","asp_judg","std","gen",3,"I am willing to take risks because I believe they will lead to great things.",37,"week","0","0","controllable","active"
720,"p08sennfgv","asp_judg","std","gen",0,"Yes, because the more risks you take, the higher the chance of succeeding.",21,"month","1","NA","uncontrollable","active"
721,"p08sennfgv","asp_judg","std","gen",1,"The higher the risk, the better the reward.",23,"month","1","NA","uncontrollable","active"
722,"ps4en43fco","asp_judg","std","gen",0,"I am willing to take a risk if I know that it won't hurt me or other people.",NULL,NULL,NULL,NULL,NULL,NULL
723,"p08sennfgv","asp_judg","std","gen",2,"If the reward outweighs the consequences, it's worth the risk.",18,"month","1","1","uncontrollable","NA"
724,"pbr6f05pg6","asp_judg","std","gen",0,"THIS WILL BE AVIOD",NULL,NULL,NULL,NULL,NULL,NULL
725,"pbr6f05pg6","asp_judg","std","gen",1,"I AM READY RISK",NULL,NULL,NULL,NULL,NULL,NULL
726,"pbr6f05pg6","asp_judg","std","gen",2,"YES RISK",NULL,NULL,NULL,NULL,NULL,NULL
727,"pbr6f05pg6","asp_judg","std","gen",3,"RISK",NULL,NULL,NULL,NULL,NULL,NULL
728,"pbr6f05pg6","asp_judg","std","gen",4,"AVOID",NULL,NULL,NULL,NULL,NULL,NULL
729,"pbr6f05pg6","asp_judg","std","gen",5,"THIS WILL ",NULL,NULL,NULL,NULL,NULL,NULL
730,"pbr6f05pg6","asp_judg","std","gen",6,"INTERESTING",NULL,NULL,NULL,NULL,NULL,NULL
731,"pbr6f05pg6","asp_judg","std","gen",7,"YES",NULL,NULL,NULL,NULL,NULL,NULL
732,"pbr6f05pg6","asp_judg","std","gen",8,"WILL BE INTERESTING",NULL,NULL,NULL,NULL,NULL,NULL
733,"pbr6f05pg6","asp_judg","std","gen",9,"SITUATUIINS HAS BE RECORD",NULL,NULL,NULL,NULL,NULL,NULL
734,"pbr6f05pg6","asp_judg","std","gen",10,"YES ",NULL,NULL,NULL,NULL,NULL,NULL
735,"pbr6f05pg6","asp_judg","std","gen",11,"YES",NULL,NULL,NULL,NULL,NULL,NULL
736,"pbr6f05pg6","asp_judg","std","gen",12,"OK",NULL,NULL,NULL,NULL,NULL,NULL
737,"pbr6f05pg6","asp_judg","std","gen",13,"OK",NULL,NULL,NULL,NULL,NULL,NULL
738,"pbr6f05pg6","asp_judg","std","gen",14,"I INTEREST",NULL,NULL,NULL,NULL,NULL,NULL
739,"pbr6f05pg6","asp_judg","std","gen",15,"WILL BE SITUATIONS",NULL,NULL,NULL,NULL,NULL,NULL
740,"pbr6f05pg6","asp_judg","std","gen",16,"OK",NULL,NULL,NULL,NULL,NULL,NULL
741,"pbr6f05pg6","asp_judg","std","gen",17,"INTEREST",NULL,NULL,NULL,NULL,NULL,NULL
742,"pbr6f05pg6","asp_judg","std","gen",18,"INTEREST",NULL,NULL,NULL,NULL,NULL,NULL
743,"pbr6f05pg6","asp_judg","std","gen",19,"THINKING",NULL,NULL,NULL,NULL,NULL,NULL
744,"pbr6f05pg6","asp_judg","std","gen",20,"OK",NULL,NULL,NULL,NULL,NULL,NULL
745,"pbr6f05pg6","asp_judg","std","gen",21,"OK",NULL,NULL,NULL,NULL,NULL,NULL
746,"pbr6f05pg6","asp_judg","std","gen",22,"OK",NULL,NULL,NULL,NULL,NULL,NULL
747,"pbr6f05pg6","asp_judg","std","gen",23,"OK",NULL,NULL,NULL,NULL,NULL,NULL
748,"pbr6f05pg6","asp_judg","std","gen",24,"OK",NULL,NULL,NULL,NULL,NULL,NULL
749,"pbr6f05pg6","asp_judg","std","gen",25,"OK",NULL,NULL,NULL,NULL,NULL,NULL
750,"pbr6f05pg6","asp_judg","std","gen",26,"OK",NULL,NULL,NULL,NULL,NULL,NULL
751,"pbr6f05pg6","asp_judg","std","gen",27,"OK",NULL,NULL,NULL,NULL,NULL,NULL
752,"pbr6f05pg6","asp_judg","std","gen",28,"OK",NULL,NULL,NULL,NULL,NULL,NULL
753,"pbr6f05pg6","asp_judg","std","gen",29,"GOOD",NULL,NULL,NULL,NULL,NULL,NULL
754,"pbr6f05pg6","asp_judg","std","gen",30,"GOOD",NULL,NULL,NULL,NULL,NULL,NULL
755,"pbr6f05pg6","asp_judg","std","gen",31,"GOOD",NULL,NULL,NULL,NULL,NULL,NULL
756,"pbr6f05pg6","asp_judg","std","gen",32,"OK",NULL,NULL,NULL,NULL,NULL,NULL
757,"pbr6f05pg6","asp_judg","std","gen",33,"OK",NULL,NULL,NULL,NULL,NULL,NULL
758,"pbr6f05pg6","asp_judg","std","gen",34,"OK",NULL,NULL,NULL,NULL,NULL,NULL
759,"pbr6f05pg6","asp_judg","std","gen",35,"OK",NULL,NULL,NULL,NULL,NULL,NULL
760,"pbr6f05pg6","asp_judg","std","gen",36,"INTERESTING",NULL,NULL,NULL,NULL,NULL,NULL
761,"pbr6f05pg6","asp_judg","std","gen",37,"INTERESTING",NULL,NULL,NULL,NULL,NULL,NULL
762,"pbr6f05pg6","asp_judg","std","gen",38,"THINK",NULL,NULL,NULL,NULL,NULL,NULL
763,"pbr6f05pg6","asp_judg","std","gen",39,"WILL BECAUSE",NULL,NULL,NULL,NULL,NULL,NULL
764,"pkgv8c3h3j","asp_judg","std","gen",0,"I don't want to risk my family",-50,"week","0","0","uncontrollable","active"
765,"pkgv8c3h3j","asp_judg","std","gen",1,"I'm generally scared of failure.",-50,"week","0","0","uncontrollable","passive"
766,"pp5ad6r9ka","asp_judg","std","gen",0,"I generally make a choice that is the best/safest in the moment.",-50,"day","0","0","controllable","active"
767,"pp5ad6r9ka","asp_judg","std","gen",1,"Sometimes, risks can pay off, but usually I err on the side of caution.",-18,"day","0","0","controllable","active"
768,"pajlcbu2t0","asp_judg","std","gen",0,"I will take a risk if I know the reward is worth the risk being taken.",22,"year","0","1","controllable","active"
769,"pajlcbu2t0","asp_judg","std","gen",1,"If there is a very high chance of success I will take the risk.",12,"less_reg","0","1","controllable","active"
770,"pajlcbu2t0","asp_judg","std","gen",2,"If the risk is minimal I will take the chance.",17,"less_reg","0","1","NA","active"
771,"pbueln0nn6","asp_judg","std","gen",0,"I avoid taking risks because I have no money to waste.",-28,"month","0","1","uncontrollable","active"
772,"pbueln0nn6","asp_judg","std","gen",1,"I avoid taking risks because I do not like to lose.",-36,"month","0","0","uncontrollable","active"
773,"pdk8em8rrq","asp_judg","std","gen",0,"I don't like to take unnecessary risks because I don't feel it is necessary to do so. ",-36,"week","0","1","controllable","active"
774,"pmvrhv1aph","asp_judg","std","gen",0,"I have too little to risk.",-50,"day","0","0","uncontrollable","passive"
775,"pmvrhv1aph","asp_judg","std","gen",1,"I am timid.",-50,"day","0","0","uncontrollable","passive"
776,"pdk8em8rrq","asp_judg","std","gen",1,"I am afraid to lose too much.",-45,"month","0","1","controllable","active"
777,"pdk8em8rrq","asp_judg","std","gen",2,"I am afraid that I will not recover from it.",-40,"NA","NA","0","controllable","NA"
778,"pf28ih4eu6","asp_judg","std","gen",0,"No not at all I love taking risks when ever I can because I understand how the risk reward ratio works ",50,"day","0","0","controllable","active"
779,"pdk8em8rrq","asp_judg","std","gen",3,"I don't have the means to take these risks.",-39,"week","0","0","controllable","passive"
780,"pf28ih4eu6","asp_judg","std","gen",1,"There are many reasons why some would take on risk it could be anything ",50,"day","0","0","controllable","active"
781,"pdk8em8rrq","asp_judg","std","gen",4,"I avoid them because I feel that it is not wise.",-38,"week","0","1","controllable","active"
782,"p7jvn0ukre","asp_judg","std","gen",0,"I try to avoid risks because I am not confident enough",-50,"day","0","0","controllable","active"
783,"pdk8em8rrq","asp_judg","std","gen",5,"Taking risks is not my idea of fun.",-44,"day","0","1","controllable","active"
784,"p7jvn0ukre","asp_judg","std","gen",1,"I am currently afraid to take risks",-50,"day","0","0","controllable","active"
785,"pf28ih4eu6","asp_judg","std","gen",2,"If there was any reason to take on risk I’m sure it’s for a good reason because then why do it",50,"day","0","1","controllable","active"
786,"p7jvn0ukre","asp_judg","std","gen",2,"I do not want to endanger my family by taking risks",-50,"week","0","0","controllable","active"
787,"pdk8em8rrq","asp_judg","std","gen",6,"Risk taking is not a good choice for me.",-38,"day","0","1","controllable","active"
788,"pdk8em8rrq","asp_judg","std","gen",7,"Risk taking is not a good choice for me.",-38,"day","0","1","controllable","active"
789,"pf28ih4eu6","asp_judg","std","gen",3,"Risk are what you make of the situation and how the strategy is executed ",50,"day","0","1","controllable","active"
790,"pf28ih4eu6","asp_judg","std","gen",4,"Me if I take on risk it will definitely be for a good reason ",50,"day","0","0","controllable","active"
791,"pf28ih4eu6","asp_judg","std","gen",5,"There is a upside to taking on risk then there is a downside ",50,"day","0","0","controllable","active"
792,"pf28ih4eu6","asp_judg","std","gen",6,"You have to know how to carry the risk well",50,"day","0","1","controllable","active"
793,"pf28ih4eu6","asp_judg","std","gen",7,"Taking on risk sometimes has its dangerous paths as well",50,"day","0","1","controllable","active"
794,"pf28ih4eu6","asp_judg","std","gen",8,"I’m sure that I myself can handle risk perfectly ",50,"day","0","1","controllable","active"
795,"pf28ih4eu6","asp_judg","std","gen",9,"Be strong and wise when making decisions regarding taking on risk",50,"day","0","0","controllable","active"
796,"pf28ih4eu6","asp_judg","std","gen",10,"If unfortunately you cannot take on risk just try another way",50,"day","0","1","controllable","active"
797,"p62e2ukh8m","asp_judg","std","gen",0,"I am a person that tries to avoid risks because some risks can hurt more then just me if I fail.",-38,"month","0","0","uncontrollable","passive"
798,"phtukonc17","asp_judg","std","gen",0,"I am willing to take risks, as long as the potential gain outweighs potential negatives.",23,"week","0","0","controllable","active"
799,"pnur43f063","asp_judg","std","gen",0,"I take risks so that I can accomplish my goals otherwise I would remain the same always and never get anywhere.",39,"month","1","1","controllable","active"
800,"p62e2ukh8m","asp_judg","std","gen",1,"Risks can be greatly rewarding but hurt a great deal if a big is taken.",-38,"month","0","0","uncontrollable","passive"
801,"phvr676g54","asp_judg","std","gen",0,"I will take a risk if the reason is clear. If there is a lot to gain and not much to lose, I am willing",36,"year","0","0","controllable","NA"
802,"pnur43f063","asp_judg","std","gen",1,"Sometimes it is fun to get out of my comfort zone and do something risky",13,"less_once","0","1","controllable","active"
803,"phvr676g54","asp_judg","std","gen",1,"In most cases, I am happier to be safe and not take risks. I am content with things as they are",-45,"day","0","0","controllable","passive"
804,"pnur43f063","asp_judg","std","gen",2,"It is the only way to make more money",45,"week","1","1","controllable","active"
805,"phvr676g54","asp_judg","std","gen",2,"Most risks are not worth the effort. The chance of success is low",-47,"month","0","0","NA","NA"
806,"paq7t1fa6i","asp_judg","std","gen",0,"it depend on the the amount and benefit rate of the risk to take.",-4,"day","0","NA","controllable","passive"
807,"paq7t1fa6i","asp_judg","std","gen",1,"most of the time i try to avoid taking risks because i believe murphy rules.",-50,"NA","0","0","uncontrollable","passive"
808,"p3ruvk7t59","asp_judg","std","gen",0,"No I don't bad things can happen by taking risks.",-50,"NA","1","1","controllable","active"
809,"paq7t1fa6i","asp_judg","std","gen",2,"most of the time i try to avoid taking risks because i am not lucky person.",-45,"week","1","1","uncontrollable","active"
810,"pvmdov8kus","asp_judg","std","gen",0,"I started my career as an options trader on the CBOE. Options trading can be considered the riskiest financial instrument to use. I left the Boston area after High School and attended Ohio State. I then moved to Chicago and now live in Florida so I'm adept at moving to areas around the country, I deem this risky.",47,"year","0","1","controllable","active"
811,"p3ruvk7t59","asp_judg","std","gen",1,"Sometimes greed can make one take risks, and they end up losing what they have. I don't want to live that way.",-50,"NA","1","1","controllable","active"
812,"pgjsv4g3p0","asp_judg","std","gen",0,"I am a very cautious person.",-50,"NA","0","0","controllable","NA"
813,"pgjsv4g3p0","asp_judg","std","gen",1,"I worry a lot about things.",-50,"day","0","0","uncontrollable","NA"
814,"pgjsv4g3p0","asp_judg","std","gen",2,"I do not like to take risks because I like everything to be predictable.",-50,"NA","0","0","controllable","NA"
815,"pkpenn3v42","asp_judg","std","gen",0,"I'm scared of bad things happening because I took a risk.",-50,"year","0","0","uncontrollable","active"
816,"pc10skk9at","asp_judg","std","gen",0,"ill take a risk if it's not life threatening ",34,"day","0","1","controllable","active"
817,"pkpenn3v42","asp_judg","std","gen",1,"I feel I have regretted taking risks in the past.",-50,"year","0","1","uncontrollable","active"
818,"pd3dvjq6g7","asp_judg","std","gen",0,"I am because you never know until you try.",50,"month","0","1","controllable","active"
819,"pkpenn3v42","asp_judg","std","gen",2,"Something good could happen from a risk though.",36,"year","0","0","uncontrollable","passive"
820,"pc10skk9at","asp_judg","std","gen",1,"i like gambling ",27,"week","0","1","uncontrollable","active"
821,"pd3dvjq6g7","asp_judg","std","gen",1,"I am because I do not want to constantly be thinking about how it would have otherwise turned out.",50,"month","0","1","controllable","active"
822,"p76482i33p","asp_judg","std","gen",0,"I try to avoid taking risks because I don't want any bad things to happen to me.",-34,"NA","0","0","uncontrollable","passive"
823,"pd3dvjq6g7","asp_judg","std","gen",2,"I am because I want to open up as many opportunities for myself in life as possible.",50,"month","0","1","controllable","active"
824,"pti6f9gtnk","asp_judg","std","gen",0,"I try to avoid risks as much as possible.",-32,"day","0","0","controllable","active"
825,"p76482i33p","asp_judg","std","gen",1,"Risky behavior can potentially harm others as well as myself.",-37,"NA","0","0","uncontrollable","passive"
826,"p76482i33p","asp_judg","std","gen",2,"I would rather play things safe instead of risk losing something important.",-34,"NA","0","0","uncontrollable","active"
827,"pi2gguep6a","asp_judg","std","gen",0,"At my age I rarely take risks, such was not the case in my youth.",-50,"day","0","1","controllable","active"
828,"pti6f9gtnk","asp_judg","std","gen",1,"I think of risks as betting your money usually, and I don’t have money to bet.",-42,"day","0","0","controllable","active"
829,"pti6f9gtnk","asp_judg","std","gen",2,"I don’t like taking risks at all.",-41,"day","0","0","controllable","active"
830,"pes7cp1ohf","asp_judg","std","gen",0,"I am satisfied with status quo.",-10,"day","0","0","NA","passive"
831,"pes7cp1ohf","asp_judg","std","gen",1,"I am happy with what I have.",-9,"day","0","0","NA","passive"
832,"pi2gguep6a","asp_judg","std","gen",1,"I was recently diagnosed with Osteopenia after a bone density scan.  So, I am especially wary of falling. ",-50,"day","0","1","controllable","active"
833,"pti6f9gtnk","asp_judg","std","gen",3,"I think the only risks I am willing to take are like riding horses or skiing down a hill very fast.  Those risks I will take.",29,"year","0","1","controllable","active"
834,"pes7cp1ohf","asp_judg","std","gen",2,"I don't want to lose something hoping to gain more.",-45,"year","0","0","controllable","active"
835,"pti6f9gtnk","asp_judg","std","gen",4,"I might take a risk when trying a new kind of food, because I like new flavors as a rule.",34,"week","0","1","controllable","active"
836,"pi2gguep6a","asp_judg","std","gen",2,"Financial considerations also come into play, I can no longer afford to fritter away money.",-18,"NA","0","1","controllable","active"
837,"pti6f9gtnk","asp_judg","std","gen",5,"I take a risk walking around with bare feet outside when I know there are scorpions out there.",27,"day","0","1","controllable","active"
838,"pti6f9gtnk","asp_judg","std","gen",6,"I don’t risk my money on stocks.",-34,"year","0","0","controllable","active"
839,"pi2gguep6a","asp_judg","std","gen",3,"I have a dependent disabled adult child with a genetic disorder.  The consequences of ignoring concerns for him would be very risky.",-42,"month","0","1","controllable","active"
840,"pti6f9gtnk","asp_judg","std","gen",7,"I cannot afford to risk my money",-39,"day","0","0","controllable","active"
841,"pti6f9gtnk","asp_judg","std","gen",8,"I think the stock market is risky and won’t play the market",-36,"day","0","0","controllable","active"
842,"pti6f9gtnk","asp_judg","std","gen",9,"I don’t bet on sporting games.",-41,"day","0","0","controllable","active"
843,"pi2gguep6a","asp_judg","std","gen",4,"I am a woman, a senior citizen, so I fear taking risks where I might be endangered as a target from either of those aspects. ",-50,"year","1","1","uncontrollable","passive"
844,"pi2gguep6a","asp_judg","std","gen",5,"I am an American who lives in a gun culture, plenty of risks associated with that!",-50,"month","1","0","uncontrollable","passive"
845,"p3vnror33t","asp_judg","std","gen",0,"For me to advance",NULL,NULL,NULL,NULL,NULL,NULL
846,"p3vnror33t","asp_judg","std","gen",1,"In order that i may gain",NULL,NULL,NULL,NULL,NULL,NULL
847,"p3vnror33t","asp_judg","std","gen",2,"In order that i may gain",NULL,NULL,NULL,NULL,NULL,NULL
848,"p3vnror33t","asp_judg","std","gen",3,"to adventure",NULL,NULL,NULL,NULL,NULL,NULL
849,"p3vnror33t","asp_judg","std","gen",4,"To increase in knowledge",NULL,NULL,NULL,NULL,NULL,NULL
850,"p3vnror33t","asp_judg","std","gen",5,"To be able to seperate between the impossible and he possibles",NULL,NULL,NULL,NULL,NULL,NULL
851,"p3vnror33t","asp_judg","std","gen",6,"That which is not put into trial is  dead",NULL,NULL,NULL,NULL,NULL,NULL
852,"p3vnror33t","asp_judg","std","gen",7,"In order that i may accomplish my undertaking",NULL,NULL,NULL,NULL,NULL,NULL
853,"p3vnror33t","asp_judg","std","gen",8,"I need not to try and avoid takig risks so i may get to accomolish my dream",NULL,NULL,NULL,NULL,NULL,NULL
854,"p3vnror33t","asp_judg","std","gen",9,"to get the intended results",NULL,NULL,NULL,NULL,NULL,NULL
855,"p3vnror33t","asp_judg","std","gen",10,"for continuity",NULL,NULL,NULL,NULL,NULL,NULL
856,"p3vnror33t","asp_judg","std","gen",11,"Its a way to show self discipline",NULL,NULL,NULL,NULL,NULL,NULL
857,"pjbuj9okvi","asp_judg","std","gen",0,"I like to take risks because I enjoy change.",29,"year","0","0","controllable","active"
858,"pae1oh4880","asp_judg","std","gen",0,"I get worried that things may work out badly if I take a risk.",-47,"less_once","0","1","uncontrollable","passive"
859,"p2igo6qgaa","asp_judg","std","gen",0,"I am not shy about meeting new people.",15,"week","0","1","uncontrollable","active"
